x1,x2,x3,x4,y
0.135,0.495,1.56,93.6,0.25
0.3535,4.32,2.91,125.28,1.8676
0.1365,0.46,3,93.6,0.4028
0.2375,4.36,1.5,132.08,2.8365
0.665,2.43,2.94,95.92,0.3496
0.5775,0.49,1.5,93.93,0.1352
0.2525,0.455,3.09,135.89,2.2127
0.585,2.3625,1.59,85.56,0.109
0.343,2.385,1.62,125.4,2.5908
0.27,0.515,3.27,98.58,0.156
0.5335,2.43,3.06,118.11,1.1286
0.26,2.115,2.76,116,2.7686
0.2575,0.51,1.545,114.3,0.4028
0.5005,0.54,3.09,109.2,0.5508
0.561,0.545,1.59,93.93,0.4142
0.539,2.43,1.59,94.86,0.09
0.2325,0.535,1.44,128.04,0.8633
0.5995,3.64,3.18,127,4.9813
0.63,4.24,3.21,100.88,2.3368
0.45,3.92,1.485,139.7,3.56
0.1605,3.72,3.03,110.24,0.5508
0.686,0.515,3.03,94.64,0.7372
0.23,2.16,1.515,79.2,0.245
0.144,2.1825,1.5,134.64,2.6924
0.3255,2.34,2.97,100.44,0.2675
0.5005,2.0925,1.635,129.54,1.6732
0.385,4,2.82,90.21,1.5352
0.357,0.495,3.21,94.64,2.6416
0.2425,2.34,3.12,122.96,2.2127
0.63,4.04,2.94,113.68,2.3876
0.572,2.0925,3.18,132,2.4638
0.5555,2.4075,1.395,86.49,0.156
0.715,0.45,1.545,97.76,0.4028
0.385,0.535,2.97,139.7,1.071
0.3185,2.1375,1.545,94.64,0.4641
0.6045,4.08,1.5,100.88,1.14
0.611,0.49,1.575,139.7,1.7978
0.371,2.385,1.515,95.68,0.4142
0.162,4,2.79,91.14,1.083
0.6305,3.8,1.35,133.32,3.7719
0.495,4.04,1.53,87.42,0.9894
0.1545,4.4,2.94,121.8,3.3245
0.735,0.505,3.03,117.16,1.9673
0.637,4.24,3.06,89.76,0.576
0.763,4.28,1.485,108.16,0.235
0.605,0.51,1.395,101.37,0.106
0.6045,0.49,2.73,117.16,3.81
0.3395,2.3175,1.455,143.88,0.836
0.506,2.385,1.635,80.96,0.1196
0.156,2.16,1.455,86.24,0.092
0.1455,3.68,3.09,134.62,4.0005
0.343,0.45,3.09,83.6,0.2185
0.2375,2.205,1.635,102.96,0.3762
0.665,4,2.7,119.48,3.81
0.728,2.0925,1.605,116,2.1984
0.3395,4.36,2.82,107.12,2.794
0.27,2.07,3.3,141.24,1.672
0.2525,0.545,1.605,133.35,1.2192
0.5115,3.76,3,87.42,2.1518
0.6175,0.485,1.59,96.8,0.3952
0.637,0.475,2.97,81.84,0.8284
0.432,2.1375,1.635,124.46,2.3622
0.495,0.52,1.425,112.32,0.3686
0.672,2.43,3.03,134.64,3.81
0.651,0.525,1.35,107.12,0.8284
0.6825,4.32,1.47,83.7,0.5253
0.679,2.0925,1.425,107.88,1.869
0.459,2.16,1.455,94.64,0.561
0.5995,3.72,1.515,101.37,0.8544
0.405,3.68,1.38,83.6,1.5808
0.26,4.24,1.59,98.58,0.1274
0.4815,3.92,1.455,121.8,0.9486
0.329,0.49,2.94,93.6,1.1856
0.477,3.96,1.44,114.4,0.192
0.693,3.88,3.12,109.2,2.6924
0.65,4.2,1.35,84.63,0.7524
0.459,2.34,1.395,128.27,1.9488
0.624,4.28,1.575,116.84,4.0767
0.1425,3.64,1.515,124.46,1.672
0.385,4.16,2.97,99.51,2.0706
0.4365,4,2.73,95.92,0.801
0.5005,4.2,1.44,134.62,4.466
0.441,4.28,2.91,111.36,0.918
0.7,3.6,1.515,139.92,5.027
0.477,0.465,1.575,138.43,1.0716
0.3255,0.475,2.73,135.89,2.0706
0.561,2.2275,1.65,88,0.1395
0.265,0.47,1.485,91.52,0.3876
0.225,2.1375,1.65,97.65,0.096
0.3255,0.545,2.97,107.12,1.5504
0.378,0.465,1.455,108.16,0.51
0.5555,4.16,1.62,94.86,1.0506
0.147,2.2725,1.5,139.7,2.6416
0.4635,4.08,1.425,109.04,1.52
0.3465,4.12,1.455,93,0.3952
0.5915,2.43,1.47,121.92,2.413
0.23,4.04,2.7,124.12,1.8473
0.3465,0.51,1.65,95.68,0.162
0.147,0.54,3.3,139.7,1.9082
0.735,0.505,2.7,114.4,2.4638
0.679,3.88,1.38,143.88,3.204
0.5915,4.24,2.79,139.7,4.0005
0.138,4.04,2.85,130.81,3.9243
0.4635,0.55,1.53,137.28,0.2725
0.245,4.32,1.5,109.04,2.413
0.5445,2.475,3.18,115.57,3.172
0.598,0.46,2.88,110.2,2.3368
0.6825,2.16,3.12,119.48,3.6576
0.1395,2.4075,1.395,90.21,0.107
0.63,3.68,1.605,102.3,0.5049
0.637,0.465,1.545,96.72,0.098
0.1485,0.485,3.03,133.32,1.4288
0.165,4.04,2.97,109.04,3.9243
0.45,2.1375,1.455,120.64,1.1938
0.4455,3.76,2.91,114.84,3.7338
0.5885,0.505,3.3,114.4,2.667
0.55,3.6,1.515,93.6,0.23
0.611,2.115,1.5,92.4,0.216
0.749,2.0475,2.82,86.24,0.7752
0.5445,0.485,1.485,83.6,0.208
0.2725,2.2725,2.88,87.12,1.1742
0.4275,2.4525,2.73,111.36,4.1529
0.663,2.07,1.635,99.51,0.106
0.3325,3.8,3.27,125.4,3.7338
0.707,3.64,1.47,97.65,0.3914
0.644,4,3.27,120.64,3.7338
0.138,0.515,3.03,125.4,0.684
0.156,0.505,1.44,120.12,0.5151
0.4545,0.515,1.44,114.84,1.4896
0.539,3.96,1.515,88.35,0.3914
0.665,2.07,1.35,89.28,0.1196
0.663,2.115,1.515,126.72,1.071
0.23,0.49,1.5,114.3,1.672
0.5005,2.34,1.65,109.2,0.265
0.561,3.6,1.41,118.11,3.8092
0.265,0.48,1.485,128.27,0.4998
0.715,4.12,1.365,139.92,5.334
0.676,2.2275,1.515,138.6,2.3368
0.728,0.54,1.35,84.48,0.052
0.672,3.76,1.5,99.84,0.3496
0.637,4.24,1.425,96.72,0.218
0.707,4.08,1.515,130.68,2.8365
0.1365,0.505,3.03,137.28,1.368
0.4815,3.76,1.59,86.24,0.342
0.1425,0.455,2.97,93.6,2.5146
0.1425,3.92,1.485,84.63,0.38
0.4545,3.8,3.18,86.49,0.672
0.506,2.25,1.44,93.28,0.03
0.1605,2.16,3.06,133.32,1.52
0.605,2.43,1.65,133.32,0.5406
0.572,0.51,1.455,84.63,0.1836
0.65,0.455,3.21,122.76,4.1529
0.637,0.54,2.82,126.72,3.6576
0.63,3.84,2.88,94.64,2.667
0.343,0.48,1.575,123.19,0.3534
0.624,3.64,2.73,114.3,4.7071
0.663,2.34,1.575,87.12,0.2575
0.477,3.88,1.635,99.51,0.7448
0.1575,2.25,1.62,92.4,0.097
0.495,2.07,1.41,86.24,0.076
0.3745,2.2725,1.455,124.12,0.9894
0.7,4.08,3.06,130.81,4.2501
0.715,0.5,1.485,100.88,0.162
0.679,0.525,1.605,110.2,0.3572
0.4545,2.34,1.365,126.44,1.0404
0.6825,0.485,3.3,104.4,1.8336
0.742,0.545,3.06,117.16,4.1148
0.147,0.51,3.03,138.6,1.0302
0.572,0.55,1.44,85.56,0.105
0.3255,2.0475,1.395,84.48,0.3496
0.4365,3.76,2.97,83.6,0.608
0.5995,4.2,2.76,125.4,5.027
0.26,0.485,1.605,94.16,0.1
0.138,3.92,2.94,135.96,1.4288
0.5885,0.45,2.88,96.72,1.596
0.686,0.475,3,95.04,0.3572
0.23,0.48,1.575,121.44,0.3876
0.495,0.525,1.425,95.04,0.153
0.6435,2.4075,1.635,107.88,3.05
0.749,4.4,3.27,98.8,1.1172
0.665,0.475,3.24,81.84,0.162
0.5775,0.46,1.515,137.28,0.7144
0.561,2.0925,1.545,128.04,0.4641
0.506,2.025,1.35,91.52,0.1854
0.423,3.92,3.03,85.56,1.2312
0.165,2.205,2.97,102.96,0.3458
0.539,2.43,1.59,109.2,0.5202
0.5005,0.55,3.18,139.7,3.6576
0.141,4.2,1.44,119.38,3.2752
0.2375,2.205,3.12,90.21,0.1515
0.1605,4.16,1.425,135.96,2.3876
0.336,2.16,2.7,100.88,0.3686
0.611,4.24,1.38,121.8,2.6924
0.5775,0.525,3.09,91.14,0.147
0.23,4,3.15,114.4,1.5656
0.1635,2.115,3.06,92.4,1.197
0.686,3.76,1.47,109.04,2.54
0.35,4.12,2.76,137.16,4.2958
0.15,0.505,1.65,114.3,0.4641
0.77,2.4075,1.545,126.44,2.3114
0.23,3.68,3.3,84.63,0.9384
0.5915,4.16,1.53,100.88,0.19
0.702,2.0925,3.12,92.4,1.083
0.459,2.25,3.12,113.36,1.52
0.414,4.16,1.56,100.88,0.196
0.714,2.115,3.03,99.51,1.5048
0.5885,0.51,1.485,92.07,0.045
0.756,2.0475,1.35,82.72,0.045
0.4095,2.025,2.82,115.57,3.7338
0.3255,0.535,1.635,93.93,0.5253
0.5665,3.64,3.06,120.65,5.588
0.26,2.3175,2.85,116,1.368
0.742,2.295,3.27,96.72,2.6416
0.315,4.4,2.97,86.49,0.7068
0.637,0.53,3.18,94.86,0.1515
0.459,3.64,3.15,122.76,4.4329
0.528,2.4075,1.5,99.51,0.4641
0.265,4.4,2.94,94.16,0.6656
0.3745,4.04,2.94,120.65,4.9276
0.506,4.24,1.44,120.64,2.5908
0.371,3.88,1.65,92.07,0.2425
0.2525,3.64,1.38,120.12,4.8442
0.693,0.51,3.12,97.76,1.5656
0.561,0.48,1.545,87.12,0.459
0.742,3.64,1.395,90.64,0.459
0.3745,0.495,1.485,93.93,0.216
0.658,0.465,1.575,106.72,1.1016
0.605,3.76,3.06,124.46,3.9243
0.2425,4.32,2.85,125.73,4.0386
0.135,0.465,3.09,85.56,0.2575
0.686,0.465,1.41,130.81,0.4845
0.135,2.2275,1.53,89.28,0.4743
0.702,2.4075,1.425,109.2,0.2375
0.594,2.025,1.515,114.3,1.444
0.6435,2.25,1.44,88.35,0.2325
0.225,2.2275,2.88,109.04,2.4892
0.468,4.12,2.76,95.79,1.3984
0.665,0.495,2.82,88,0.2254
0.1545,0.5,3,93.28,0.27
0.441,2.4075,1.395,111.28,0.1638
0.329,3.76,1.44,125.4,3.654
0.5995,2.385,1.62,100.44,0.0864
0.665,4.2,1.485,89.76,0.5406
0.517,0.525,3.27,100.88,1.6416
0.637,2.34,1.605,98.8,0.9588
0.658,0.48,1.38,95.68,0.561
0.1365,0.515,3.3,89.76,0.291
0.432,3.88,1.545,92.4,0.399
0.24,0.465,1.455,80.08,0.076
0.55,0.53,1.485,125.28,0.2275
0.153,2.2275,1.65,85.36,0.1836
0.459,2.43,3.03,119.48,4.1148
0.336,2.295,3.3,125.28,2.4274
0.6175,3.64,1.41,96.72,1.4592
0.702,2.205,2.91,94.86,0.2415
0.6565,3.72,2.7,112.52,1.02
0.1365,3.92,3.21,110.2,2.5908
0.561,0.455,2.91,121.8,2.3876
0.2575,2.295,2.82,111.36,1.3335
0.714,4.32,1.425,101.92,1.5504
0.5885,4.4,1.41,121.44,3.0805
0.1425,2.16,1.455,129.36,0.836
0.5445,0.52,2.7,91.14,0.798
0.5885,4.12,1.485,87.12,0.3458
0.2475,0.515,1.515,90.21,0.1248
0.138,4.04,3.15,102.3,0.836
0.65,2.4075,1.62,82.72,0.049
0.672,2.3625,1.635,89.76,0.0276
0.153,4.24,2.94,129.36,4.9813
0.5665,4.4,2.91,112.52,3.5814
0.611,2.205,1.35,110.24,0.3914
0.5915,2.3175,2.97,113.68,3.5433
0.6955,0.505,2.7,128.27,3.05
0.4725,2.2725,3.24,120.65,2.928
0.6565,0.48,2.7,130.81,1.9224
0.756,2.3175,1.47,135.96,2.4503
0.495,0.545,1.5,114.4,0.561
0.2325,3.76,1.365,95.04,0.3762
0.6435,2.025,1.59,93.6,0.4998
0.385,2.025,2.97,107.88,2.0706
0.2575,0.475,1.365,133.32,0.5559
0.658,3.96,2.94,112.32,1.52
0.378,0.525,1.425,90.64,0.051
0.1575,0.46,2.88,132.08,2.54
0.5005,2.16,1.41,139.7,1.3208
0.364,4.08,1.575,114.4,0.5253
0.3675,4.12,1.395,97.76,0.8188
0.156,2.1825,1.605,89.76,0.049
0.3395,2.1825,3.03,138.6,2.0909
0.405,0.535,1.635,85.56,0.196
0.378,2.4525,1.5,100.88,0.4028
0.561,2.475,1.455,85.36,0.399
0.27,2.475,2.94,120.65,1.4744
0.528,3.6,2.97,145.2,2.9585
0.7085,4.4,1.56,82.72,0.2475
0.4185,3.72,1.35,88.35,0.979
0.2575,2.25,3.03,135.89,1.6416
0.5665,2.115,1.59,137.16,2.4892
0.561,0.495,3,97.65,0.1515
0.1425,0.49,1.35,116,1.1684
0.459,4.32,1.605,110.24,0.198
0.364,0.48,2.91,115.57,1.3081
0.611,2.2275,1.47,95.68,0.26
0.756,4.24,2.91,116,4.1529
0.343,3.64,1.53,114.84,1.368
0.517,0.55,1.5,99.51,0.5355
0.364,2.475,3.27,120.64,1.5352
0.5115,2.385,1.59,97.76,0.4066
0.693,2.43,3,95.04,0.7752
0.45,3.8,2.91,127.6,2.7686
0.255,0.485,2.91,89.28,0.23
0.1605,2.115,1.485,96.72,0.3762
0.611,2.1825,1.62,109.2,0.3914
0.468,2.07,1.5,97.76,0.9996
0.4635,0.495,2.85,120.65,3.5052
0.55,2.0475,2.7,99.84,1.5504
0.572,0.465,3,129.54,2.9585
0.637,0.545,2.85,129.36,4.0767
0.138,0.52,1.59,114.84,0.24
0.65,0.55,3.18,87.42,1.2084
0.658,3.6,1.5,118.8,3.233
0.4725,2.1825,3.12,119.38,3.6668
0.763,3.92,1.365,111.28,0.212
0.3605,2.4075,1.59,96.72,0.206
0.3185,3.8,2.76,132,4.4329
0.7085,2.2275,1.395,126.72,1.0374
0.693,0.455,3,95.79,0.23
0.693,0.47,1.38,125.73,0.969
0.24,2.115,1.65,109.04,1.0404
0.6305,0.505,3.3,139.7,3.916
0.77,0.52,1.59,137.16,1.0506
0.1395,0.505,2.88,82.72,0.2093
0.715,0.46,3.24,114.4,2.1924
0.1395,2.07,1.47,94.16,0.096
0.517,4.28,3.06,130.68,3.05
0.141,0.515,2.91,101.37,0.3724
0.2625,0.52,3.24,85.56,0.7068
0.4365,0.55,2.88,134.64,3.429
0.1515,0.525,2.85,138.43,2.4732
0.658,3.84,1.635,94.64,0.4692
0.156,0.55,1.41,114.84,0.275
0.6825,3.72,2.82,107.12,2.4045
0.432,0.455,1.59,96.8,0.051
0.162,2.3175,1.365,86.24,0.098
0.364,0.495,2.7,125.4,1.9402
0.322,0.455,2.7,105.56,1.3832
0.459,0.51,2.73,102.96,1.4136
0.2725,0.46,1.5,126.44,0.979
0.583,4.12,1.53,127,3.05
0.583,0.46,2.85,105.04,0.9588
0.702,4.04,1.485,84.63,0.7676
0.6695,2.025,2.79,95.79,1.444
0.6305,2.0925,2.94,94.86,0.144
0.1515,2.3175,1.47,139.7,0.4896
0.1545,0.45,1.605,118.11,0.2575
0.4365,4.16,3.18,118.32,2.0503
0.329,4.4,3.06,139.92,3.2752
0.539,4.2,1.47,120.64,2.3876
0.15,0.515,3.15,121.44,3.6576
0.3815,0.475,3.18,116.84,0.7676
0.5445,0.465,2.88,137.16,1.958
0.468,0.515,3.03,107.12,2.3587
0.486,2.25,2.85,99.84,1.0302
0.605,2.025,1.59,105.04,0.4845
0.3185,0.45,1.635,120.64,0.3838
0.138,2.0925,1.62,145.2,0.5253
0.2375,3.64,3,101.37,1.0302
0.378,2.205,3.18,83.7,0.165
0.15,0.505,1.395,106.72,0.26
0.763,2.3625,2.88,129.36,4.1529
0.165,3.72,3.3,133.32,1.6568
0.1365,4.32,3.3,118.32,1.0404
0.4725,3.64,1.62,98.8,0.255
0.1605,0.49,2.73,133.32,1.1742
0.486,0.52,1.47,82.72,0.0872
0.77,4.36,1.38,118.11,4.3442
0.624,0.485,1.545,100.44,0.5355
0.4455,0.535,2.91,121.8,2.8365
0.594,2.4525,1.515,102.3,0.207
0.144,2.295,3.15,109.04,1.8879
0.336,2.4525,2.94,137.16,2.061
0.2675,4.2,3.27,122.96,1.9082
0.3815,3.76,2.97,96.72,0.9996
0.378,4.04,2.73,109.2,0.3914
0.405,2.025,2.85,129.36,3.9624
0.611,3.84,1.65,135.96,2.928
0.441,3.96,2.88,110.2,3.7338
0.3605,2.2275,1.365,130.68,0.5406
0.4185,3.84,3.21,102.3,1.8473
0.7,0.455,3.12,97.76,1.1286
0.2475,0.49,3.27,124.12,2.03
0.7085,0.505,3.15,93.93,1.4744
0.5115,2.3175,1.35,104.4,0.4998
0.1515,2.3175,1.455,111.28,1.0914
0.322,3.76,3.24,124.08,3.3245
0.414,4.08,3.27,106.72,2.5908
0.385,3.88,1.545,116,2.7432
0.572,2.0925,1.365,120.64,1.1172
0.707,4.16,1.59,110.24,1.368
0.405,2.0475,1.605,132,1.3843
0.5885,3.6,3.24,95.79,1.9488
0.343,2.16,2.73,100.44,0.6976
0.4185,3.88,3,88.35,1.8676
0.5445,2.25,2.7,127.6,1.7572
0.495,3.76,1.5,118.32,2.413
0.329,2.25,3.15,82.72,0.141
0.5225,4.08,2.88,116.84,3.233
0.1485,2.1825,1.365,97.65,0.102
0.441,4.12,1.5,117.16,1.368
0.721,3.88,1.47,124.08,2.867
0.495,2.07,3,113.68,2.7178
0.1635,2.2725,3.18,91.14,0.2392
0.637,2.115,1.395,108.16,0.1764
0.2375,0.47,3,94.86,0.2369
0.4365,4.24,1.47,85.56,1.1016
0.5335,2.1375,1.365,138.6,1.6198
0.3815,0.485,3.27,109.2,1.368
0.3745,2.475,3.06,109.04,2.1068
0.159,2.3625,3.27,109.2,2.1526
0.35,0.515,1.425,90.64,0.1692
0.676,4.12,1.38,92.4,0.9996
0.364,0.535,2.73,109.2,0.7332
0.1515,2.1825,2.73,79.2,0.1455
0.4365,2.34,3,129.36,2.5908
0.371,2.16,3.12,86.49,0.361
0.672,3.68,2.79,123.19,4.6614
0.651,3.84,1.425,111.36,2.54
0.735,4.08,2.91,129.54,4.572
0.343,2.07,1.47,129.54,2.3622
0.343,0.495,1.59,120.12,0.3838
0.756,0.46,1.365,121.92,1.6112
0.5225,2.0925,1.41,110.2,1.0914
0.5225,3.76,1.59,143.88,4.3415
0.742,2.295,1.59,95.04,0.141
0.5885,0.545,1.515,133.32,0.4028
0.4095,2.1825,1.485,145.2,0.459
0.135,4.28,1.425,143.88,2.3368
0.658,3.84,1.575,118.8,3.3464
0.5665,2.16,1.38,116,0.969
0.7,0.505,2.7,106.08,2.4384
0.477,0.455,1.47,123.19,0.6528
0.4905,2.25,3,132.08,2.0839
0.5665,2.2275,3.24,80.08,0.0768
0.371,0.54,1.575,114.3,1.0914
0.707,0.455,2.85,95.68,1.6264
0.265,0.45,1.59,100.88,0.459
0.4185,2.475,1.545,145.2,1.3716
0.27,4.28,1.575,133.35,3.294
0.763,4.24,1.35,125.4,4.191
0.423,0.475,3.09,100.44,1.1742
0.156,0.47,1.455,87.12,0.094
0.26,4.08,2.91,117.16,2.1068
0.1575,2.1375,1.41,121.92,0.6916
0.156,2.25,3.27,94.64,0.418
0.336,2.16,2.97,114.84,2.1526
0.3255,0.55,1.44,85.36,0.0505
0.5335,2.025,1.575,141.24,2.4892
0.3255,2.43,2.91,113.36,1.1016
0.138,4.04,1.53,101.92,0.9612
0.5665,0.47,1.35,91.14,0.4896
0.6695,3.92,2.88,95.68,2.4638
0.506,2.4075,2.85,123.19,2.4638
0.3325,2.475,1.515,97.76,0.342
0.322,0.46,1.47,112.52,1.444
0.468,4.16,2.76,90.21,1.827
0.749,4.4,1.5,114.3,4.1529
0.583,2.385,1.365,143.88,2.2127
0.702,0.51,2.97,128.27,2.3368
0.1365,2.115,2.79,95.68,0.5508
0.265,4.16,1.65,121.92,2.1721
0.135,2.025,1.44,139.7,1.3081
0.715,2.4525,1.44,110.2,2.4384
0.658,3.96,2.97,96.8,0.5824
0.371,2.43,2.73,82.72,0.3876
0.414,4.16,1.56,79.2,1.1118
0.3395,3.76,1.53,126.72,3.9243
0.6825,3.92,2.76,90.64,1.2198
0.3465,2.3175,3,84.48,0.8284
0.3395,2.3625,2.7,120.64,2.6924
0.405,0.515,2.79,139.7,4.191
0.15,4.4,1.5,109.2,0.3876
0.686,3.84,2.73,82.72,0.6784
0.6175,2.3175,1.575,116,2.4961
0.637,0.51,3.03,91.14,1.596
0.4185,3.64,2.79,125.28,2.1297
0.459,2.025,3.18,134.62,3.6957
0.3535,4.28,1.65,83.7,0.3876
0.637,0.465,1.365,95.68,0.3458
0.539,4.16,2.85,116,2.0503
0.598,0.46,3.06,80.08,0.144
0.517,4.2,1.365,115.57,3.9243
0.598,4.16,3.27,125.73,4.3632
0.343,3.64,2.7,130.68,5.1308
0.4815,2.385,1.485,85.56,0.2475
0.2575,4.2,1.65,95.68,0.3572
0.686,4.28,1.38,141.24,3.8481
0.486,3.92,1.425,118.32,2.4384
0.644,2.2275,3.15,124.12,3.81
0.7085,0.5,2.94,120.65,2.7178
0.6305,2.025,1.395,105.04,0.9282
0.742,3.8,1.605,111.28,0.2675
0.749,3.76,2.73,106.08,1.8334
0.2625,4.36,3.06,94.86,1.5352
0.4905,0.545,1.41,90.21,0.198
0.3255,0.55,3.09,135.89,0.9792
0.3255,2.0475,1.395,87.42,0.214
0.756,2.295,1.56,84.63,0.27
0.378,4.12,1.38,109.2,1.254
0.45,2.34,3.06,135.89,2.6162
0.423,2.1825,3.21,91.14,1.2084
0.322,2.0925,3.03,119.48,1.368
0.528,3.76,3.18,101.37,0.6912
0.3465,2.16,1.56,93.6,0.5253
0.495,0.49,2.85,122.96,3.294
0.749,2.16,1.47,89.76,0.1656
0.371,2.0925,1.575,101.92,1.0914
0.5775,2.2275,2.73,126.44,3.7736
0.3395,3.6,1.485,90.64,0.969
0.385,2.295,1.485,121.44,2.7178
0.3605,2.0925,2.88,128.04,1.5352
0.528,0.48,1.605,109.04,0.3914
0.611,2.07,1.56,94.16,0.1908
0.26,4.32,2.82,106.72,2.061
0.693,3.84,1.62,121.92,3.6195
0.3395,2.205,1.515,92.07,0.094
0.598,3.68,3,110.24,1.6416
0.4725,0.505,2.91,112.32,0.9588
0.5665,4.04,1.41,97.76,1.1118
0.2575,0.535,1.545,106.72,0.8188
0.15,0.455,1.425,114.84,0.342
0.1635,0.47,1.635,118.11,0.2475
0.3255,0.45,1.44,83.6,0.088
0.1605,0.455,2.79,95.04,0.294
0.7,3.96,1.56,124.08,4.3036
0.756,0.45,2.73,114.4,1.5656
0.423,4.12,1.65,107.88,1.5808
0.3745,3.88,3.06,145.2,4.2958
0.2375,4.36,1.455,138.43,2.1315
0.3465,0.51,2.85,124.46,1.0608
0.3325,3.92,1.5,82.72,0.4794
0.686,2.3625,1.38,124.46,2.5654
0.336,3.88,1.47,91.52,1.2312
0.2525,0.55,1.485,84.48,0.1222
0.6305,2.4525,1.425,129.54,1.1856
0.605,2.1375,1.455,138.43,2.6416
0.3185,2.3625,1.59,85.56,0.235
0.6175,0.485,3.21,134.62,2.3876
0.3745,3.96,1.515,126.44,2.7178
0.1575,0.54,2.94,89.76,0.312
0.6955,4.04,1.62,109.2,1.2426
0.468,3.96,1.365,89.28,1.4744
0.686,3.72,1.65,83.7,0.4743
0.4635,0.515,2.88,128.04,3.111
0.658,2.4525,1.485,94.16,0.098
0.1485,2.475,1.365,80.96,0.0824
0.357,3.64,1.59,128.04,3.916
0.2525,0.515,1.605,104.4,0.2575
0.156,0.495,3.15,142.56,2.1068
0.5445,4.24,3.03,89.28,2.03
0.23,0.495,1.44,127,0.27
0.5915,2.4075,1.455,107.12,0.1674
0.414,3.68,1.38,91.52,0.4743
0.637,3.88,3.06,94.86,1.0098
0.594,2.16,2.88,111.36,2.0055
0.605,0.465,2.73,101.37,0.15
0.707,3.88,2.88,119.48,2.0909
0.2525,4.16,2.94,97.76,1.122
0.5445,2.43,1.425,134.64,0.51
0.665,2.295,2.94,120.64,3.382
0.7,0.53,1.35,120.64,0.9996
0.2475,4.4,1.62,97.65,0.3952
0.693,2.07,1.455,121.8,0.9996
0.2375,2.1825,3.12,121.8,1.3208
0.585,2.07,1.53,106.08,0.3914
0.6695,2.07,2.97,141.24,2.6416
0.7,3.96,3.27,113.68,3.429
0.3255,2.4075,3,114.84,0.969
0.611,4.04,1.485,98.58,0.3876
0.5995,3.6,1.425,127.6,1.5808
0.3535,2.07,2.7,92.4,0.4998
0.432,2.385,3.21,114.3,3.4532
0.6565,2.1825,3.06,111.28,2.3129
0.364,0.46,3.24,137.16,1.1058
0.255,0.48,3.12,121.92,2.4274
0.5115,3.8,1.38,142.56,4.7088
0.4545,4.04,1.545,85.56,0.4028
0.2475,0.545,2.85,145.2,1.122
0.517,4.36,1.635,95.04,0.798
0.5915,0.49,1.56,102.96,0.1313
0.45,2.385,1.38,139.92,1.122
0.714,4.4,3.09,138.6,2.7755
0.371,0.505,3.03,105.56,2.3816
0.459,0.5,2.82,90.21,0.235
0.315,4,3.03,97.76,2.4892
0.583,2.205,2.88,84.48,0.275
0.6175,2.3175,2.88,142.56,2.806
0.644,2.43,1.59,88,0.0288
0.3815,2.4075,1.44,97.65,0.192
0.1605,0.495,1.455,92.07,0.0485
0.459,3.96,1.65,128.27,4.0767
0.147,0.52,3.03,101.37,0.5508
0.147,3.8,1.56,104,0.1313
0.517,3.72,1.515,102.3,0.23
0.756,3.68,3.15,93,0.6464
0.2325,2.4525,1.575,116,1.254
0.275,4.32,3.21,92.4,0.4028
0.624,0.535,1.635,118.11,0.399
0.742,0.55,3.21,116.84,2.413
0.3675,0.48,1.395,114.3,0.6464
0.594,0.465,2.85,145.2,3.5433
0.45,3.84,1.545,80.08,1.52
0.3745,0.45,1.41,141.24,0.8056
0.528,0.47,1.365,102.3,0.4845
0.3815,4.12,1.47,100.44,0.1313
0.5995,0.535,2.91,118.11,1.6554
0.572,3.8,2.88,88.35,1.1514
0.2725,3.84,3.06,88.88,1.6416
0.495,2.0475,2.82,106.08,2.4274
0.4725,2.4525,2.73,122.96,3.3245
0.165,2.025,1.56,85.36,0.099
0.4365,0.53,1.575,118.11,0.3496
0.141,2.43,2.88,123.19,1.4288
0.364,2.0925,1.455,124.46,2.1112
0.5115,3.88,1.59,119.48,2.54
0.225,2.2275,2.82,99.51,0.245
0.693,3.6,1.53,141.24,3.7338
0.156,3.84,3.3,107.12,2.519
0.4365,2.34,1.56,145.2,1.02
0.676,3.72,2.85,132.08,3.7719
0.5335,0.455,2.82,112.52,2.4638
0.45,2.4525,1.635,125.28,0.5559
0.5995,2.4075,1.53,138.6,0.8056
0.5915,2.16,3.15,114.3,3.6957
0.506,2.43,1.5,121.44,2.3622
0.162,2.34,3.18,79.2,0.561
0.459,3.96,1.575,113.36,1.0944
0.3535,0.485,3.12,93.28,0.138
0.598,0.53,2.79,93.28,0.5049
0.23,0.515,2.73,95.92,0.5202
0.637,4.36,3.18,110.24,2.2127
0.665,4.36,2.76,94.64,0.7904
0.5225,4,1.425,98.58,0.7068
0.4095,2.07,2.94,81.84,0.2231
0.5555,3.64,1.47,115.57,2.8975
0.6955,0.495,3.15,114.84,1.0944
0.23,0.5,3.12,92.07,0.3876
0.5445,0.45,2.88,116.84,3.0805
0.4635,4.12,1.605,104.4,1.3984
0.742,4.08,1.575,124.08,4.6614
0.6045,3.6,1.605,80.08,0.399
0.3395,2.43,3.21,83.7,0.2208
0.77,3.92,3.21,97.76,1.083
0.1395,0.45,1.605,118.32,0.3458
0.24,0.485,1.545,114.3,0.9167
0.2325,2.4525,1.59,86.24,0.103
0.749,2.0475,3.27,90.21,0.3686
0.2525,3.6,3.09,101.37,1.8473
0.364,0.525,1.38,90.21,0.0808
0.598,3.8,1.59,120.12,4.7071
0.378,2.025,3.12,125.73,1.6376
0.749,2.205,1.605,138.6,1.2065
0.1395,0.54,2.76,129.36,0.9588
0.4725,0.485,1.59,133.32,1.083
